moller_no,gardiner_no,unicode_cp,unicode_char,jsesh,mdc,hieroglyphica,ifao,wikidata_id,wikidata_label,wikidata_image,tsl_id,desc,match_type
480,U19/U20,U+13347,𓍇,U19,U19,U19,"394,11",,,,,An adze.,matched
481,U21,U+13349,𓍉,U21,stp U21,U21,"395,5",Q125753162,Q125753162,,,"An adze, with an attached blade at the front (U19A), in a piece of wood.",matched
482,U22,U+1334A,𓍊,U22,mnx U22,U22,"396,9",Q117866233,Chisel (mnkh hieroglyph),http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-U22.png,,A chisel with a conical handle and short blade.,matched
483,U36,U+1335B,𓍛,U36,Hm U36,U36,"404,9",Q117866327,Launderer's club,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-U36.png,,A club used by washer-men for beating laundry.,matched
484,U23,U+1334B,𓍋,U23,Ab U23,U23,"397,6",Q117866286,Chisel,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-U23.png,,"A hair-pin or burin, with a horizontal line above and below the oval of the pin.",matched
485,U23,U+1334B,𓍋,U23,Ab U23,U23,"397,6",Q117866286,Chisel,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-U23.png,,"A hair-pin or burin, with a horizontal line above and below the oval of the pin.",matched
486,U24/U25,U+1334D,𓍍,U24,Hmt U24,U24,"399,16",Q5647147,𓍍,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-U25.png,,"A drill, with a half-circle handle, with a backwards tick on top of the handle, with a forked drill-bit with a horizontal line on top of the forked drill-bit, with a short vertical stroke next to the drill, connected to the handle.",matched
487,U26/U27,U+1334F,𓍏,U26,wbA U26,U26,,,,,,"A drill with a truncated pyramid-shaped handle, with a round drill-bit with a horizontal line over it.",matched
488,Aa28/Aa29,,,,,,,,,,,,unmatched
489,U15,U+13343,𓍃,U15,tm U15,U15,"393,9",Q117866219,Sled (tm hieroglyph),http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-U15.png,,A sledge.,matched
490,U37,U+1335C,𓍜,U37,U37,U37,"404,12",Q117866332,Razor,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-U37.png,,A razor.,matched
491,U31,U+13355,𓍕,U31,rtH U31,U31,,Q4849088,𓍕,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-U31.png,,A bakers raker or two crossed castanet sticks.,matched
492,W10,U+133BA,𓎺,W10,iab W10,W10,"449,14",Q117871931,Bowl,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-W10.png,,A wide cup.,matched
493,W1,U+133AF,𓎯,W1,W1,W1,"447,1",Q117871697,Oil-jar,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-W1.png,,"A sealed ointment jar, with ties.",matched
494,V37,U+133A9,𓎩,V37,idr V37,V37,"445,2",,,,,A fastening knot of a dress on the shoulder.,matched
495,W24,U+133CC,𓏌,W24,nw W24,W24,"456,5",Q117872595,Spherical pot,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-W24.png,,A round vessel with an upstanding rim.,matched
496,W25,U+133CE,𓏎,W25,ini W25,W25,"118,10",Q117872659,Pot with legs,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-W25.png,,"A round vessel with an upstanding rim (W24), on top of long legs in a walking posture, feet orientated towards the reading direction.",matched
499,W54,,,,,,,,,,,,unmatched
502,W14,U+133BF,𓎿,W14,Hz W14,W14,"450,12",Q117872120,Vase,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-W14.png,,A tall water pot.,matched
503,W15,U+133C1,𓏁,W15,W15,W15,,Q117872181,Vase with water,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-W15.png,,"A tall water pot, with a forwards, downwards line of liquid coming from the top of the vessel.",matched
504,W18/W17,U+133C5,𓏅,W18,W18,W18,"452,9",,,,,Four sealed water pots in a rack.,matched
505,W6/W7,U+133B5,𓎵,W6,W6,W6,,,,,,A flat bottomed cauldron with handles and an upstanding rim.,matched
506,W23,U+133CB,𓏋,W23,W23,W23,"455,14",Q117872511,Pot with handles,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-W23.png,,A flat bottomed jar with handles.,matched
507,W70,,,,,,,,,,,,unmatched
508,W9,U+133B8,𓎸,W9,Xnm W9,W9,,Q117871914,Jug with handle,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-W9.png,,"A stone jug with a large handle connecting to the rim, and a small round handle.",matched
509,W19,U+133C7,𓏇,W19,mi W19,W19,"453,9",Q117872281,"Milk jug, in net (mi hieroglyph)",http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-W19.png,,A milk jar in a carrying sling.,matched
510,V30,U+1339F,𓎟,V30,nb V30,V30,"441,12",Q4867622,⟢,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V30.png,,A wickerwork basket.,matched
511,V31*,U+133A1,𓎡,V31,k V31,V31,"442,3",Q4867620,𓎡,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V31.png,," A wickerwork basket with a handle, orientated with the handle to the back.",matched
512,W3,U+133B1,𓎱,W3,Hb W3,W3,"448,6",Q3554946,Alabaster basin,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-W3.png,,An alabaster basin with a diamond shaped inner marking.,matched
513,V32,U+133A3,𓎣,V32,msn V32,V32,"442,13",Q117869367,Weir-basket,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V32.png,,A wickerwork frail with ties.,matched
514,S25,U+132EE,𓋮,S25,S25,S25,"379,2",Q117865870,Apron,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-S25.png,,A garment with downwards curving ties at both sides.,matched
515,V33,U+133A4,𓎤,V33,sSr V33,V33,"443,12",Q117871678,Linen bag,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V35.png,,"A bag or a sack of linen, with a tie towards the front, and a (small) loop at the back.",matched
516,R5/R6,U+132B6,𓊶,R5,kp R5,R5,"351,14",Q12060709,𓊶,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-R5.png,,"A censer for fumigation, written horizontally, with a forwards, downwards line at the front.",matched
517,F30,U+1311E,𓄞,F30,Sd F30,F30,"162,13",Q117860018,Water skin,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-F30.png,,A water skin.,matched
518,V1,U+13362,𓍢,V1,V1 100,V1,"431,4",Q117866345,Coil &#34;100&#34;,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V1.png,,A coil of rope.,matched
519,V2,U+1336C,𓍬,V2,sTA V2,V2,,Q117866357,Coil and bolt,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V2.png,,"A horizontal line, intersected in the middle by a coil of rope (V1).",matched
520,V6,U+13371,𓍱,V6,Ss V6,V6,"432,13",Q117866375,Shes loop,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V6.png,,A loop of cord with the ends upwards.,matched
521,V7/V8,U+13372,𓍲,V7,Sn V7,V7,"433,1",,,,,A loop of cord with the ends downwards.,matched
522,V12,U+1337C,𓍼,V12,arq V12,V12,"435,6",Q117866429,Piece of string,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V12.png,,A band of string or fabric.,matched
523,V5,U+13370,𓍰,V5,snT V5,V5,,Q117866368,Loop of rope,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V5.png,,"A looped rope, with two small loops at the bottom, and a small loop within a big loop above the small loops.",matched
524,V4,U+1336F,𓍯,V4,wA V4,V4,"432,3",Q3218358,𓍯 lasso,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V4.png,,"A lasso, with a big loop at the front, with a tie at the front and a small loop at the back, with an upwards, downwards cuving line behind the loop.",matched
525,V28,U+1339B,𓎛,V28,H,V28,"439,6",Q7998226,Wick,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V28.png,,"A wick of twisted flax, consisting of three loops.",matched
526,F48/F46/F47/F49,U+13136,𓄶,F48,F48,F48,"169,13",,,,,"An intestine, with the openings top left and bottom right.",matched
527,M11,U+131BB,𓆻,M11,wdn M11,M11,"242,3",Q117861088,Flower on bent staff,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-M11.png,,"A lotus flower, facing forwards, with a long twisted stalk, which is folded under itself.",matched
528,V14/V13,U+13380,𓎀,V14,V14,V14,"435,14",,,,,"A rope used for the tethering of animals, with an diacritic stroke added to the large loop.",matched
529,V15,U+13381,𓎁,V15,iTi V15,V15,"436,3",Q117866466,Hobble with legs,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V15.png,,"A rope used for the tethering of animals (V13), written on top of legs in a walking posture, feet orientated towards the reading direction (D54).",matched
530,V9,U+13376,𓍶,V9,V9,V9,"433,10",Q117866398,Shen ring,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V9.png,,A cartouche in a round form.,matched
531,V10,U+13377,𓍷,V10,V10,V10,"434,3",Q224104,cartouche,http://commons.wikimedia.org/wiki/Special:FilePath/Cartouches%20of%20Ramesses%20III.jpg,,An oval cartouche.,matched
532,V10,U+13377,𓍷,V10,V10,V10,"434,3",Q224104,cartouche,http://commons.wikimedia.org/wiki/Special:FilePath/Cartouches%20of%20Ramesses%20III.jpg,,An oval cartouche.,matched
533,V10,U+13377,𓍷,V10,V10,V10,"434,3",Q224104,cartouche,http://commons.wikimedia.org/wiki/Special:FilePath/Cartouches%20of%20Ramesses%20III.jpg,,An oval cartouche.,matched
534,S34,U+132F9,𓋹,S34,anx S34,S34,"382,11",Q117865892,Ankh,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-S34.png,,"A tie or strap, used with sandals (ankh-sign).",matched
535,S24,U+132ED,𓋭,S24,Tz S24,S24,"378,13",Q6423047,𓋭,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-S24.png,,A girdle knot.,matched
536,V16,U+13382,𓎂,V16,V16,V16,"436,7",Q117866484,Leg fetter (sa hieroglyph),http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V16.png,,"A looped cord, used as a hobble for cattle, with two horizontal loops and eight vertical loops.",matched
537,Y3/Y4,U+133DE,𓏞,Y3,zS Y3,Y3,"466,2",Q7439151,𓏞,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Y3.png,,"A scribe's kit, consisting of a palette, ink or paint pouch and a reed pen.",matched
538,Y1/Y2,U+133DB,𓏛,Y1,mDAt Y1,Y1,"465,6",Q18210804,𓏛,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Y1v.png,,"A papyrus scroll, rolled up, tied and sealed, written horizontally, with ties.",matched
539,Y8,U+133E3,𓏣,Y8,zSSt Y8,Y8,"468,1",Q117884412,Sistrum,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Y8.png,,"A sistrum, with the top piece in the form of a shrine encosed by two curls.",matched
540,Y5,U+133E0,𓏠,Y5,mn Y5,Y5,"466,8",Q117873364,Senet boardgame (mn hieroglyph),http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Y5.png,,A game board (of Senet) with game pieces.,matched
541,R11,U+132BD,𓊽,R11,dd R11,R11,"355,14",Q117865781,Djed,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-R11.png,,A column imitating a bundle of stalks tied together.,matched
542,R17/R18,U+132C4,𓋄,R17,R17,R17,,,,,,"A wig with a fillet, with a headdress consisting of two plumes (S9), on top of a pole.",matched
544,???,,,,,,,,,,,,unknown
546,R12,U+132BE,𓊾,R12,R12,R12,,Q117865785,Standard,http://commons.wikimedia.org/wiki/Special:FilePath/Nome%20standard.svg,,A standard used for carrying religious symbols.,matched
547,R8,U+132B9,𓊹,R8,nTr R8,R8,"353,3",Q117865770,Flag,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-R8.png,,"A cloth wound on a pole, an emblem of divinity.",matched
550,R7,U+132B8,𓊸,R7,snTr R7,R7,"352,11",Q12060710,𓊸,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-R7.png,,A bowl for incense with smoke rising from the bowl.,matched
551,R2,U+132B0,𓊰,R2,R2,R2,"347,1",Q117865765,Table with offerings,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-R2.png,,"A one legged table with long upright loaves of bread, cut in halves.",matched
552,R4,U+132B5,𓊵,R4,Htp R4,R4,"351,6",Q117865767,Altar,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-R4.png,,A loaf of bread upon a reed mat.,matched
553,X3,U+133D1,𓏑,X3,X3,X3,"462,7",,,,,"A loaf of bread, without internal detail.",matched
554,X2,U+133D0,𓏐,X2,X2,X2,"461,3",Q117872819,Loaf of bread,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-X2.png,,A loaf of bread with a horizontal line inside the bread.,matched
555,X4,U+133D2,𓏒,X4F,X4,X4F,"462,14",Q117872977,Elongated loaf,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-X4.png,,"A roll of bread, with a diamond in the middle.",matched
556,X4,U+133D2,𓏒,X4F,X4,X4F,"462,14",Q117872977,Elongated loaf,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-X4.png,,"A roll of bread, with a diamond in the middle.",matched
557,X6,U+133D6,𓏖,X6,X6,X6,,Q117873038,Round loaf,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-X6.png,,A round loaf with a finger mark at the bottom.,matched
558,Z1,U+133E4,𓏤,Z1,Z1,Z1,"469,1",Q117873612,Stroke,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Z45.png,,A vertical stroke.,matched
559,Z5,U+133EF,𓏯,Z5,Z5,Z5,"469,10",Q117873884,Diagonal stroke,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Z5.png,,"A doubly curved, diagonal stroke.",matched
560,Z4,U+133ED,𓏭,Z4,y Z4,Z4,"469,6",Q117873820,Two diagonal strokes,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Z4.png,,Two diagonal strokes arranged horizontally.,matched
561,Z2,U+133E5,𓏥,Z2,Z2,Z2,,Q117873757,3 strokes,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Z2.png,, Three vertical strokes in a horizontal orientation.,matched
562,Z3a,U+133EB,𓏫,Z3A,Z3a,Z3A,,,,,,Three horizontal strokes arranged vertically.,matched
563,Z3,U+133EA,𓏪,Z3,Z3,Z3,"469,2",,,,,Three vertical strokes in a vertical orientation.,matched
564,Z11,U+133F6,𓏶,Z11,imi Z11,Z11,"469,13",Q117874174,Crossed planks,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Z11.png,,"A short horizontal stroke overlapped by a longer vertical stroke, the crossing point is in the middle of both strokes.",matched
565,Z9/Z10,U+133F4,𓏴,Z9,Z9,Z9,"469,11",,,,,A cross.,matched
566,Aa2/Aa3,,,,,,,,,,,,unmatched
567,M44,U+131EE,𓇮,M44,M44,M44,"259,7",Q117861234,Thorn,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-M44.png,,A thorn.,matched
568,M35,U+131E4,𓇤,M35,M35,M35,,,,,,A heap of corn.,matched
569,X8,U+133D9,𓏙,X8,rdi di X8,X8,"464,1",Q4959123,𓏙,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-X8.png,,"A conical loaf of bread, with a triangular finger mark at the bottom.",matched
570,M44,U+131EE,𓇮,M44,M44,M44,"259,7",Q117861234,Thorn,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-M44.png,,A thorn.,matched
571,X5,U+133D5,𓏕,X5,X5,X5,"463,3",,,,,"An horizontal oval shape, with two upwards curving strokes added at the front short side.",matched
572,W24,U+133CC,𓏌,W24,nw W24,W24,"456,5",Q117872595,Spherical pot,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-W24.png,,A round vessel with an upstanding rim.,matched
573,N9/N10,U+131F7,𓇷,N9,pzD N9,N9,"267,6",,,,,"The moon, with one half obscured.",matched
574,Aa1,,,,,,,Q7511786,"Placenta, Sieve",http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Aa1.png,,,unmatched
575,X1,U+133CF,𓏏,X1,t X1,X1,"461,1",Q49000857,𓏏 bread bun,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-X1.png,,A half round loaf of bread.,matched
578,R15,U+132C1,𓋁,R15,iAb R15,,,Q4265559,𓋁,http://commons.wikimedia.org/wiki/Special:FilePath/Emblem%20of%20the%20east.svg,,"A spear made into a standard, with a circle on either side of the speartip, with a loop over the standard.",matched
579,R14,U+132C0,𓋀,R14,imnt R14,R14,"359,14",Q5370075,𓊿,http://commons.wikimedia.org/wiki/Special:FilePath/Emblem%20of%20the%20west.svg,,"A feather (H6), angled forwards on top of a standard with a round top, with an short vertical line beside the main pole.",matched
580,M40,U+131E9,𓇩,M40,iz M40,M40,"257,8",Q117861213,Bundle of sedges,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-M40.png,,"A vertical bundle of reeds, tied together, with the ties at the front",matched
581,Aa9,,,,,,,,,,,,unmatched
582,Aa2/Aa3,,,,,,,,,,,,unmatched
583,Aa21/Aa22,,,,,,,,,,,,unmatched
584,V11,U+13378,𓍸,V11,V11,V11,"434,9",Q117866421,Cartouche half,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V11.png,,"The rear half of a cartouche, with the opening to the back.",matched
585,T34/T35,U+13330,𓌰,T34,nm T34,T34,"430,6",,,,,"A vertical slaughtering knife, with cup-shaped handle.",matched
586,O47/O48,U+13294,𓊔,O47,nxn O47,,"322,15",,,,,"A plan of a prehistoric building at the town of Nekhen, written as an oval, without the angled lines touching the oval.",matched
587,Aa27,,,,,,,Q5188182,𓐩,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Aa27.png,,,unmatched
588,T13,U+13318,𓌘,T13,rs T13,T13,"419,6",Q117866049,Rs symbol,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-T13.png,,"Pieces of wood, lashed together with the top piece at an angle, with a loop and tie at the back.",matched
589,N34,U+13214,𓈔,N34,N34,N34,,Q117861433,Metal,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-N34.png,,An ingot of metal.,matched
590,V36,U+133A8,𓎨,V36,V36,V36,,Q117871682,Container,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V36.png,,"A sheath or receptacle with V shaped indentation at the top, bound at the top with a tie at the backside.",matched
591,Aa19,,,,,,,Q117874825,Hr symbol,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Aa19.png,,,unmatched
592,Aa30/Aa31,,,,,,,,,,,,unmatched
593,Aa30b/Aa31b,,,,,,,,,,,,unmatched
594,Aa17/Aa18,,,,,,,,,,,,unmatched
595,D61/D62/D63,U+130C3,𓃃,D61,sAH D61,D61,"122,1",,,,,"A stylised row of three toes, with the ovals at the left side.",matched
596,T22/T23,U+13322,𓌢,T22,sn T22,T22,"423,16",,,,,"A two-barbed arrow-head, with the point facing downwards.",matched
597,Aa2/Aa3,,,,,,,,,,,,unmatched
598,O30,U+1327D,𓉽,O30,zxnt O30,O30,"315,16",Q117861774,Forked branch,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-O30.png,,A forked pole for supporting a roof.,matched
599,F41,U+1312C,𓄬,F41,F41,F41,"168,6",Q117860103,Vertebrae,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-F41.png,,"A section of vertebrae, written vertically, with a small dot on top.",matched
600,U13/U14,U+13341,𓍁,U13,hb U13,U13,,,,,,"A plough, with a cross-bar and two vertical lines on the end of the long beam.",matched
601,???,,,,,,,,,,,,unknown
602,V37,U+133A9,𓎩,V37,idr V37,V37,"445,2",,,,,A fastening knot of a dress on the shoulder.,matched
603,R5/R6,U+132B6,𓊶,R5,kp R5,R5,"351,14",Q12060709,𓊶,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-R5.png,,"A censer for fumigation, written horizontally, with a forwards, downwards line at the front.",matched
604,Aa8,,,,,,,Q117874435,Irrigation canal,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Aa8.png,,,unmatched
605,???,,,,,,,,,,,,unknown
606,???,,,,,,,,,,,,unknown
607,???,,,,,,,,,,,,unknown
608,???,,,,,,,,,,,,unknown
609,???,,,,,,,,,,,,unknown
610,???,,,,,,,,,,,,unknown
611,???,,,,,,,,,,,,unknown
612,???,,,,,,,,,,,,unknown
613,???,,,,,,,,,,,,unknown
614,Z1,U+133E4,𓏤,Z1,Z1,Z1,"469,1",Q117873612,Stroke,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Z45.png,,A vertical stroke.,matched
615,Z1,U+133E4,𓏤,Z1,Z1,Z1,"469,1",Q117873612,Stroke,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Z45.png,,A vertical stroke.,matched
616,Z1,U+133E4,𓏤,Z1,Z1,Z1,"469,1",Q117873612,Stroke,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Z45.png,,A vertical stroke.,matched
617,Z1,U+133E4,𓏤,Z1,Z1,Z1,"469,1",Q117873612,Stroke,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Z45.png,,A vertical stroke.,matched
618,Z1,U+133E4,𓏤,Z1,Z1,Z1,"469,1",Q117873612,Stroke,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Z45.png,,A vertical stroke.,matched
619,Z1,U+133E4,𓏤,Z1,Z1,Z1,"469,1",Q117873612,Stroke,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Z45.png,,A vertical stroke.,matched
620,Z1,U+133E4,𓏤,Z1,Z1,Z1,"469,1",Q117873612,Stroke,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Z45.png,,A vertical stroke.,matched
621,Z1,U+133E4,𓏤,Z1,Z1,Z1,"469,1",Q117873612,Stroke,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Z45.png,,A vertical stroke.,matched
622,Z1,U+133E4,𓏤,Z1,Z1,Z1,"469,1",Q117873612,Stroke,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Z45.png,,A vertical stroke.,matched
623,V20,U+13386,𓎆,V20,mD V20 10,V20,"437,4",Q18204672,𓎆,http://commons.wikimedia.org/wiki/Special:FilePath/Num%20aeg%20hierog%200000010%20L2R%2040px.svg,,A hobble for cattle without a crossbar.,matched
624,V20,U+13386,𓎆,V20,mD V20 10,V20,"437,4",Q18204672,𓎆,http://commons.wikimedia.org/wiki/Special:FilePath/Num%20aeg%20hierog%200000010%20L2R%2040px.svg,,A hobble for cattle without a crossbar.,matched
625,V20,U+13386,𓎆,V20,mD V20 10,V20,"437,4",Q18204672,𓎆,http://commons.wikimedia.org/wiki/Special:FilePath/Num%20aeg%20hierog%200000010%20L2R%2040px.svg,,A hobble for cattle without a crossbar.,matched
626,V20,U+13386,𓎆,V20,mD V20 10,V20,"437,4",Q18204672,𓎆,http://commons.wikimedia.org/wiki/Special:FilePath/Num%20aeg%20hierog%200000010%20L2R%2040px.svg,,A hobble for cattle without a crossbar.,matched
627,V20,U+13386,𓎆,V20,mD V20 10,V20,"437,4",Q18204672,𓎆,http://commons.wikimedia.org/wiki/Special:FilePath/Num%20aeg%20hierog%200000010%20L2R%2040px.svg,,A hobble for cattle without a crossbar.,matched
628,V20,U+13386,𓎆,V20,mD V20 10,V20,"437,4",Q18204672,𓎆,http://commons.wikimedia.org/wiki/Special:FilePath/Num%20aeg%20hierog%200000010%20L2R%2040px.svg,,A hobble for cattle without a crossbar.,matched
629,V20,U+13386,𓎆,V20,mD V20 10,V20,"437,4",Q18204672,𓎆,http://commons.wikimedia.org/wiki/Special:FilePath/Num%20aeg%20hierog%200000010%20L2R%2040px.svg,,A hobble for cattle without a crossbar.,matched
630,V20,U+13386,𓎆,V20,mD V20 10,V20,"437,4",Q18204672,𓎆,http://commons.wikimedia.org/wiki/Special:FilePath/Num%20aeg%20hierog%200000010%20L2R%2040px.svg,,A hobble for cattle without a crossbar.,matched
631,V20,U+13386,𓎆,V20,mD V20 10,V20,"437,4",Q18204672,𓎆,http://commons.wikimedia.org/wiki/Special:FilePath/Num%20aeg%20hierog%200000010%20L2R%2040px.svg,,A hobble for cattle without a crossbar.,matched
632,V1,U+13362,𓍢,V1,V1 100,V1,"431,4",Q117866345,Coil &#34;100&#34;,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V1.png,,A coil of rope.,matched
633,V1,U+13362,𓍢,V1,V1 100,V1,"431,4",Q117866345,Coil &#34;100&#34;,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V1.png,,A coil of rope.,matched
634,V1,U+13362,𓍢,V1,V1 100,V1,"431,4",Q117866345,Coil &#34;100&#34;,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V1.png,,A coil of rope.,matched
635,V1,U+13362,𓍢,V1,V1 100,V1,"431,4",Q117866345,Coil &#34;100&#34;,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V1.png,,A coil of rope.,matched
636,V1,U+13362,𓍢,V1,V1 100,V1,"431,4",Q117866345,Coil &#34;100&#34;,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V1.png,,A coil of rope.,matched
637,V1,U+13362,𓍢,V1,V1 100,V1,"431,4",Q117866345,Coil &#34;100&#34;,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V1.png,,A coil of rope.,matched
638,V1,U+13362,𓍢,V1,V1 100,V1,"431,4",Q117866345,Coil &#34;100&#34;,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V1.png,,A coil of rope.,matched
639,V1,U+13362,𓍢,V1,V1 100,V1,"431,4",Q117866345,Coil &#34;100&#34;,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V1.png,,A coil of rope.,matched
